id;CourseCode;Name;DepartmentName;SemesterName;SemesterType;ECTS;Description;TeachingLanguage;Prerequisite
85;T-620-ENGX;Verkfræði X;Verkfræðideild;Vorönn 2022;15V;12;"<p><strong>Level of course: 3. </strong>Undergraduate (First cycle), advanced.<br><strong>Type of course: </strong>Core for all programs in engineering.<br><strong>Prerequisites: </strong>The student must have completed 5 semesters in engineering. The projects will vary for each specific program and will require knowledge drawn from the courses that are mandatory in that specific program.&nbsp; Details to be published each year.</p><p>This course will walk students through the Product Design design process where they will design and implement a prototype solving a problem in their particular discipline. The focus of this course is to understand the elements involved in the generic design process that includes the agents of marketing, design, and implementation. Through the viewpoint of these agents, we will go through the steps of planning, concept development, system-level design, detailed design, and testing and refinement. Weekly problem sets will be given to assess comprehension. Weekly group assignments will apply processes from reading to the final project design e.g. interviewing prospective customers, developing requirements lists, building a test plan, and mastering discipline-specific tools.&nbsp;<br>&nbsp;<br>Projects will be connected with a customer in the specific discipline, possibly from industry or research fields. Projects may be selected to be program specific for each of the BSc programs in engineering or may be chosen to have aspects of multiple disciplines and thus involve students from more than one program.&nbsp;<br></p><p><br>This course is taught in three parts. For the first 6 weeks the students will learn and master the general Product Design process based on the needs of a customer. For the rest of the course students will work in teams on the project specified for their program, e.g. mechatronics or financial engineering. Weeks 7 – 12 are part of the regular 12 week period in the spring semester while weeks 13 – 15 are taught in the 3 week period of the spring semester during which the students are completely dedicated to this course. &nbsp;</p><p><strong>Reading material: </strong>To be decided.</p>";Íslenska;0
86;T-629-INDE;Sjálfstætt verkefni;Verkfræðideild;Vorönn 2022;12V;6;<p><strong>Stig námskeiðs:                  </strong> 3. Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong>           Valnámskeið.<br><strong>Undanfarar:</strong>                         Samþykki umsjónarkennara og námsbrautarstjóra.</p><p>Vel afmarkað verkefni sem reynir á sjálfstæð vinnubrögð nemanda, að mestu unniðs jálfstætt en undir handleiðslu leiðbeinanda.. Verkefnið getur verið rannsókn, þróunarverkefni, smíði eða hönnun og er það unnið utan skipulagðs náms í verkfræði.  Forkröfur: Sviðsstjóri námsbrautarinnar sem nemandinn stundar nám í þarf að samþykkja val á verkefni og leiðbeinanda áður en nemandi getur skráð sig í námskeiðið.</p><p><strong>Lesefni: </strong>Skv. ákvörðun leiðbeinanda.</p>;Íslenska;0
87;T-629-URO1;Rannsóknarvinna í grunnnámi I;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám – sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong>&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Valnámskeið.<br><strong>Undanfarar:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Samþykki umsjónarkennara.</p><p>Rannsóknarvinna í grunnnámi er aðallega hugsað fyrir framúrskarandi nemendur sem hafa sýnt góðan árangur í námi og hafa mikinn áhuga á að stunda akademískar rannsóknir. Nemendur geta sótt um stöður í rannsóknarvinnu sem auglýstar eru af kennurum, eða nálgast kennara með hugmynd að rannsóknarverkefni. Kennarar ákveða hvaða nemendur fá stöður undir þeirra leiðsögn. Þegar kennari og nemandi hafa komið sér saman um verkefni, þarf nemandi að útbúa 1-3 bls verkefnistillögu með aðstoð leiðbeinanda. Verkefnistillaga er svo lögð fyrir námsráð tækni- og verkfræðideildar til samþykktar. Ekki er leyfilegt að þiggja laun fyrir verkefni né að verkefni sé unnið utan HR. Rannsóknavinnan getur verið sjálfstætt, afmarkað verkefni eða unnin sem hluti af stærra rannsóknarverkefni.</p><p><strong>Lesefni:</strong>&nbsp; Skv. ábendingum leiðbeinenda.</p>";Íslenska;0
88;T-629-URO2;Rannsóknarvinna í grunnnámi II;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong>&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám – sérhæft námskeið.<strong><br>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;Valnámskeið.<strong><br>Undanfarar:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Rannsóknarvinna í grunnnámi I (T-629-URO1). Samþykki umsjónarkennara.</p><p>T-629-URO2 er aðallega hugsað fyrir framúrskarandi nemendur sem hafa sýnt góðan árangur í námi og hafa mikinn áhuga á að stunda akademískar rannsóknir.&nbsp;T-629-URO2 er fyrir stærri verkefni, þ.e. í þeim undantekningartilfellum þar sem verkefni tekur meira en 6 ECTS einingar þá er hægt að sækja um að taka T-629-URO2 ásamt T-629-URO1. Nemendur geta sótt um stöður í rannsóknarvinnu sem auglýstar eru af kennurum, eða nálgast kennara með hugmynd að rannsóknarverkefni.&nbsp; Kennarar ákveða hvaða nemendur fá stöður undir þeirra leiðsögn. Þegar kennari og nemandi hafa komið sér saman um verkefni, þarf nemandi að útbúa 1-3 bls verkefnistillögu með aðstoð leiðbeinanda.&nbsp; Verkefnistillaga er svo lögð fyrir námsráð tækni- og verkfræðideildar til samþykktar. Ekki er leyfilegt að þiggja laun fyrir verkefni né að verkefni sé unnið utan HR.&nbsp; Rannsóknavinnan getur verið sjálfstætt, afmarkað verkefni eða unnin sem hluti af stærra rannsóknarverkefni.</p><p><strong>Lesefni:</strong> Skv. ábendingum leiðbeinenda.</p>";Íslenska;1
89;T-630-IND1;Sjálfstætt verkefni I;Verkfræðideild;Vorönn 2022;12V;6;;Íslenska;0
90;T-706-INT1;Starfsnám í verkfræði I;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs: &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>3. Grunnnám, sérhæft námskeið / 4. Framhaldsnám, inngangsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Valnámskeið í öllum námsbrautum. Nemandi sem stundar starfsnám getur í mesta lagi&nbsp; verið skráður í 30 ECTS á viðkomandi önn. Námskeiðið er ekki opið skiptinemum.<br><strong>Nauðsynlegir undanfarar:</strong> Tvö námsár í verkfræði. Þátttakendur eru valdir úr hópi umsækjenda, m.a. er tekið tillit til&nbsp;námsframvindu og einkunna.</p><p>Starfsnám I er valnámskeið á lokaári BSc náms eða fyrra ári MSc náms og er skilyrðislaus undanfari fyrir Starfsnám II. Nemandi vinnur að afmörkuðu verkefni undir leiðsögn umsjónarmanns hjá fyrirtæki/stofnun og eftirliti umsjónarkennara hjá HR. Miða skal við að vinnuframlag nemanda sé að lágmarki 120 vinnustundir. Þessu til viðbótar kemur undirbúningur, vinna við gerð lokaskýrslu og kynningu hennar.</p><p>Starfsnám I er valnámskeið á lokaári BSc náms eða fyrra ári MSc náms og er skilyrðislaus undanfari fyrir Starfsnám II. Nemandi vinnur að afmörkuðu verkefni undir leiðsögn umsjónarmanns hjá fyrirtæki/stofnun og eftirliti umsjónarkennara hjá HR. Miða skal við að vinnuframlag nemanda sé að lágmarki 120 vinnustundir. Þessu til viðbótar kemur undirbúningur, vinna við gerð lokaskýrslu og kynningu hennar. &nbsp;<br>&nbsp;<br>Nemendur á lokaári BSc náms geta tekið Starfsnám II í beinu framhaldi af Starfsnámi I á 12-vikna meginkennslutímabili annarinnar, eða tekið einungis Starfsnám I. &nbsp;<br>&nbsp;<br>Nemendum á fyrra ári MSc náms býðst ekki að taka einungis Starfsnám I. Ef þeir velja starfsnám þá er það samtals 12 ECTS, þ.e. í beinu framhaldi af Starfsnámi I kemur Starfsnám II, sem má taka hvort heldur á 12-vikna eða á 3vikna kennslutímabilinu. Ef nemandi tekur bæði Starfsnám I og II á 12-vikna kennslutímabilinu, þá dreifast samanlagðar vinnustundir beggja námskeiða á allt að 12 vikur. Starfsnámið ber að skipuleggja þannig að vinnutíminn skarist ekki við kennslustundir í öðrum námskeiðum. Sjá nánar Leiðbeiningar um starfsnám í verkfræði. &nbsp;<br>&nbsp;<br>Verkefnið skal vera skilgreint og afmarkað í samráði við umsjónarmann hjá fyrirtæki/stofnun og umsjónarkennara hjá HR. Að öllu jöfnu er um að ræða hagnýtt verkefni sem byggir á námsefni undangenginna anna og rúmast á 120 vinnustundum. Við upphaf starfsnáms skal liggja fyrir lýsing á verkefninu sem umsjónaraðilar hafa samþykkt. &nbsp;<br>&nbsp;<br>Áhersla er lögð á skipuleg, sjálfstæð og tæknileg vinnubrögð. Nemandinn skal í upphafi skilgreina verkefnið, þ.e. hvert sé markmið og afrakstur. Meðan á verkefninu stendur skal nemandinn halda dagbók þannig að hægt sé að&nbsp;fylgjast með framvindu verkefnisins. Í lok námstíma skal nemandinn skrifa skýrslu um verkefnið sem er kynnt og varin munnlega.&nbsp;<br>&nbsp;<br><u>Heimilt, í samráði við umsjónarkennara, að ákveða að nemandi í BSc námi vinni í Starfsnámi I að mörgum smærri verkefnum hjá fyrirtæki/stofnun í stað þess að vinna að einu afmörkuðu verkefni allan tímann, með það að meginmarkmiði að nemandinn kynnist fjölbreyttri starfsemi viðkomandi vinnustaðar. Þetta er ekki heimilt ef um er að ræða nemanda í MSc námi. Fyrir nemendur í MSc námi er starfsnám einungis í boði sem 12 ECTS, þ.e. nemandinn tekur bæði Starfsnám I og Starfsnám II.</u></p><p><strong>Lesefni: </strong>Samkvæmt ábendingum umsjónarmanns.</p>";Íslenska;0
91;T-706-INT2;Starfsnám í verkfræði II;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs: &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>3. Grunnnám, sérhæft námskeið / 4. Framhaldsnám, inngangsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Valnámskeið í öllum námsbrautum. Námskeiðið er ekki opið skiptinemum.<br><strong>Undanfarar:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Starfsnám í verkfræði I (T-706-INT1).</p><p>Starfsnám II er valnámskeið á lokaári BSc náms eða fyrra ári MSc náms. Undanfari er AT INT 1003 Starfsnám í verkfræði I. Nemandi vinnur að afmörkuðu verkefni undir leiðsögn umsjónarmanns/leiðbeinanda hjá fyrirtæki/stofnun og eftirliti umsjónarkennara hjá HR. Að öðru jöfnu er búið að undirbyggja verkefnið meðan nemandinn var í Starfsnámi I og verkefnið í Starfsnámi II þá eðlilegt framhald af því. Miða skal við að vinnuframlag nemanda sé að lágmarki 120 vinnustundir. Þessu til viðbótar kemur undirbúningsvinna og vinna við gerð lokaskýrslu og kynningu verkefnisins. Starfsnám II er unnið í framhaldi af Starfsnámi I, á sömu önn, og dreifist annaðhvort á 12-vikna kennslutímabil annarinnar eða unnið samfellt sem full vinna á 3. vikna tímabili í lok annar. Ef starfsnámið fer fram á 12-vikna kennslutímabilinu ber að skipuleggja vinnutímann þannig að hann skarist ekki við kennslustundir í öðrum námskeiðum. Sjá nánar Leiðbeiningar um starfsnám í verkfræði. &nbsp;<br>Verkefnið skal vera skilgreint og afmarkað í samráði við umsjónarmann hjá fyrirtæki/stofnun og umsjónarkennara hjá HR. Að öllu jöfnu er um að ræða hagnýtt hönnunar-, greiningar- og/eða rannsóknarverkefni sem byggir á námsefni undangenginna anna.&nbsp;<br>&nbsp;<br>Við upphaf starfsnáms skal liggja fyrir lýsing á verkefninu sem umsjónaraðilar hafa samþykkt. Ætlast er til að lýsingin innihaldi upplýsingar um hvaða viðbótarþekkingu og/eða þjálfun nemandinn þurfi til að vinna verkefnið, með viðeigandi tilvísun í kennslubækur og/eða aðrar heimildir. Áhersla er lögð á skipuleg, sjálfstæð og tæknileg vinnubrögð. Nemandinn skal færa dagbók þannig að hægt sé að fylgjast með framvindu verkefnisins. Í lok námstíma skal nemandinn skrifa skýrslu um verkefnið sem er kynnt og varin munnlega.&nbsp;</p><p><strong>Lesefni:&nbsp; </strong>Samkvæmt ábendingum leiðbeinanda.</p>";Íslenska;1
92;T-708-SBTE;Principles of synthetic biology and tissue engineering;Verkfræðideild;Vorönn 2022;3V;6;"Synthetic biology is an interdisciplinary area that involves the application of engineering principles to biology. It aims at the (re-)design and fabrication of biological components and systems that do not already exist in the natural world. Tissue engineering is the construction of bioartificial tissues in vitro as well as the in vivo alteration of cell growth and function via implantation of suitable cells isolated from donor tissue and biocompatible scaffold materials. This course will present the a) basics of design and implementation of artificial biomolecular systems and b) the principles of an integrated tissue engineering approach.
At the end of the course, the students should know:
a)how to use tools for the design and fabrication of biological parts, devices and synthetic systems, or for the redesign of biological parts, devices and natural systems for application purposes. In particular, they should be able to: - design genetic circuits based on a standard modular approach, - describe and predict the dynamics of genetic circuits by using computational modeling;
b)the general specifications of suitable cells and biomaterials and applicable culture protocols in dedicated devices (bioreactor systems) to obtain viable biohybrid engineered tissues.";Enska;0
93;T-738-CONT;Robust and Adaptive Control, with Aerospace Application;Verkfræðideild;Vorönn 2022;12V;8;"<p><strong>Level of course: </strong>3.<strong> </strong>Undergraduate (First cycle), advanced / 4. Graduate (Second cycle), introductory.<br />
<strong>Type of course: </strong>Elective.&nbsp; <em>Recommended elective in mechatronics engineering, electric power engineering.</em><br />
<strong>Prerequisites (mandatory):&nbsp; </strong>Feedback Control Systems (T-501-REGL).</p>
<p>This course covers theoretical development and practical applications of formal methods in robust and optimal linear control, robust stability analysis, and Lyapunov stability theory. Throughout the course, case studies are presented to illustrate key design steps and the benefits of applying robust and adaptive control methodologies to aircraft design. Initially, general aviation background is also discussed.</p>";Enska;1
94;T-801-RESM;Aðferðafræði rannsókna I;Verkfræðideild;Vorönn 2022;12V;4;"<p>Í námskeiðinu er fjallað um líffærafræði heila og mænu frá sameindum til grundvallar byggingareininga.  Farið er ýtarlega í þrjú megin efni heilavirkni: þroska og mótanleika heilans og viðhald tauga og taugabrauta, nám og minni,  og hegðun.  Að auki verður farið yfir grundvallarþekkingu fyrir raflífeðlisfræði, líkanagerð heilans og fyrir úttauga- og miðtaugakerfis raförvun. Í seinni hluta námskeiðsins er áhersla á taugaraflífeðlisfræði:  uppruna rafmerkja og lífeðlisfræði ertanlegra frumna; aðferðir við upptöku rafmerkja frá frumuhimnum, innan- og utan frumu og heilarit. </p><p>Í kennslunni er gert ráð fyrir að nemandinn þekki undirstöðuatriði sameindalíffræði, frumulíffræði, lífeðlisfræði og rafmagnsfræði.</p>???????";Enska;0
95;T-803-VERK;Verkefnastjórnun og stefnumarkandi áætlunargerð;Verkfræðideild;Vorönn 2022;12V;8;<p> Verkefnastjórnun sem fræðigrein er um hálfrar aldar gömul, en hefur þróast frá því að vera eingöngu ætluð verkfræðingum og vísindamönnum. Í dag er verkefnastjórnun nýtt í hinum ýmsu geirum atvinnulífsins, ef ekki allflestum.   Verkefnastjórnun nýtir þekkingu ýmissa fræðigreina s.s. markaðsfræði, starfsmannastjórnunar, gæðastjórnununar, kerfisstjórnununar, áhættustjórnunar, ákvarðanafræði, fjármál, breytingastjórnunar og upplýsingatækni. Líta má á hvert verkefni sem suðupott þar sem öll ofangreind svið blandast saman, en saman krefjast þau áætlunargerðar, úthlutunar verka, eftirfylgni og loks niðurlags verkefnis. En þetta er einmitt inntak námskeiðsins og það sem við munum fjalla um.<br></p>;Enska;0
96;T-805-NORD;Nordplus Intensive Course on Circular Economy;Verkfræðideild;Vorönn 2022;1V??;3;"The Nordplus network CIRECO , is a network of universities aiming to deliver a real-life related
intensive course to lead us to circular economy. The network includes universities from Estonia,
Finland, Iceland, Latvia, and Lithuania (see https://cireco.webs.com/ ).
Students from different countries will work together in mixed groups, giving them the opportunity to
learn from each other. The collaboration will create a greater understanding and appreciation of the
culture and circumstances in the other participating countries, as well as giving students confidence
in communicating and interacting with fellow students and teachers from other countries.";Enska;0
97;T-806-INDE;Sjálfstætt verkefni;Verkfræðideild;Vorönn 2022;12V;6;<p>Hönnunar- eða rannsóknarverkefni, valið í samráði við umsjónarkennara. Verkefni eru valin úr byggingar- og framkvæmdasviði íslensks athafnalífs. Áhersla er lögð á skipuleg og tæknileg vinnubrögð við gagnasöfnun og skilgreiningu markmiða, skilgreiningu vandamála, lausnaleit, úrvinnslu, skýrslugerð og teikningu. Mikil áhersla er lögð á sjálfstæð vinnubrögð.<br></p>;Enska;0
98;T-806-INDE;Sjálfstætt verkefni;Verkfræðideild;Vorönn 2022;3V;6;<p>Hönnunar- eða rannsóknarverkefni, valið í samráði við umsjónarkennara. Verkefni eru valin úr byggingar- og framkvæmdasviði íslensks athafnalífs. Áhersla er lögð á skipuleg og tæknileg vinnubrögð við gagnasöfnun og skilgreiningu markmiða, skilgreiningu vandamála, lausnaleit, úrvinnslu, skýrslugerð og teikningu. Mikil áhersla er lögð á sjálfstæð vinnubrögð.<br></p>;Enska;0
99;T-814-DERI;Afleiður og áhættustýring;Verkfræðideild;Vorönn 2022;12V;8;<p>Aðal markmið þessa námskeiðs er að 1) athuga notkun margskonar afleiðusamninga í fjármálum fyrirtækja, 2) greina mismunandi varnaraðgerðir sem beitt er af fyrirtækjum og fjármálastofnunum og 3) kynna líkön fyrir lánsáhættu og margvíslega notkun þeirra. Í námskeiðinu verður tekið fyrir hvernig fyrirtæki nota afleiðusamninga í auknu mæli til að meta verðmæti eigin fjár, fjármagnskostnað og fjárfestingartækifæri. Einnig verður rætt um skilgreiningu og hlutverk áhættu fjármagns við mat á áhættustöðu mismunandi fyrirtækja og stofnana. Leitast verður við að svara þeirri spurningu hvort og þá undir hvaða kringumstæðum áhættustýring hefur áhrif á verðmat fyrirtækja.   Í seinni hluta námskeiðsins verður mest rætt um notkun og verðlagningu lánaafleiðusamninga. Hér verða einnig kynntar til leiks tölfræðilegar aðferðir sem gera mögulegt að magnsetja  líkur á vanskilum.  <br></p>;Enska;0
100;T-814-INNO;Gerð viðskiptaáætlunar fyrir tæknilega hugmynd - Frumkvöðlafræði og nýsköpun;Verkfræðideild;Vorönn 2022;12V;8;"<p>Flestir einstaklingar með verkfræðimenntun þurfa í dag að takast á við einhverskonar verkefni sem tengjast gerð rannsóknar-, þróunar- eða viðskiptaáætlana í starfi sínu og því mikilvægt að þeir sem lokið hafa meistaragráðu hafi þá þekkingu sem þarf til að vinna slíkar áætlanir. Markmið námskeiðsins er að nemendur hafi að loknu&nbsp;námskeiðinu haldgóða þekkingu á þeirri aðferðafræði sem beitt er við&nbsp;gerð rekstrar- og viðskiptaáætlana fyrir tæknilega flókin verkefni og ferli og aðferðafræði nýsköpunar hjá fyrirtækjum og stofnunum.Flestir einstaklingar með verkfræðimenntun þurfa í dag að takast á við einhverskonar verkefni sem tengjast gerð rannsóknar-, þróunar- eða viðskiptaáætlana í starfi sínu og því mikilvægt að þeir sem lokið hafa meistaragráðu hafi þá þekkingu sem þarf til að vinna slíkar áætlanir.</p><p>Markmið námskeiðsins er að nemendur hafi að loknu&nbsp;námskeiðinu haldgóða þekkingu á þeirri aðferðafræði sem beitt er við&nbsp;gerð rekstrar- og viðskiptaáætlana fyrir tæknilega flókin verkefni og ferli og aðferðafræði nýsköpunar hjá fyrirtækjum og stofnunum.Flestir einstaklingar með verkfræðimenntun þurfa í dag að takast á við einhverskonar verkefni sem tengjast gerð rannsóknar-, þróunar- eða viðskiptaáætlana í starfi sínu og því mikilvægt að þeir sem lokið hafa meistaragráðu hafi þá þekkingu sem þarf til að vinna slíkar áætlanir. Markmið námskeiðsins er að nemendur hafi að loknu&nbsp;námskeiðinu haldgóða þekkingu á þeirri aðferðafræði sem beitt er við&nbsp;gerð rekstrar- og viðskiptaáætlana fyrir tæknilega flókin verkefni og ferli og aðferðafræði nýsköpunar hjá fyrirtækjum og stofnunum.</p>";Enska;0
101;T-816-MTFE;Nýjar stefnur í fjármálaverkfræði;Verkfræðideild;Vorönn 2022;3V;6;;Enska;0
102;T-829-GRO1;Rannsóknarvinna í meistaranámi I;Verkfræðideild;Vorönn 2022;12V;6;;Enska;0
103;T-829-GRO2;Rannsóknarvinna í meistaranámi II;Verkfræðideild;Vorönn 2022;12V;6;;Enska;0
104;T-844-FEMM;Tölvustudd greining með einingaaðferðinni;Verkfræðideild;Vorönn 2022;12V;8;"<p><strong>Stig námskeiðs: </strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 3. Grunnnám, sérhæft námskeið / 4. Framhaldsnám, inngangsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Valnámskeið.<br><strong>Undanfarar:</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Stöðu- og burðarþolsfræði (T-106-BURD), Aflfræði (T-534-AFLF).</p><p>Námskeiðið fjallar um einingaaðferðina (FEM) og notkun hennar við lausn aflfræðilegra viðfangsefna.&nbsp;Farið verður í fræðilegan bakgrunn aðferðarinnar þannig að nemendur öðlist skilning á grundvallaratriðum einingaraðferðarinnar. Áhersla er lögð á nemendur geri sér grein fyrir hugsanlegum skekkjuvöldum og hvernig megi auka nákvæmni aðferðarinna Lögð verður áhersla á hagnýta notkun aðferðarinnar. Markmiðið er að veita nemendum innsýn í möguleika og eiginleika einingaraðferðarinnar við greiningu á aflfræðilegum viðfangsefnum sem og þjálfun í notkun hugbúnaðar sem byggir á aðferðarfræðinni. Gerðar verða einfaldar greiningar í MATLAB auk þess verða stærri FEM forrit (SAP2000, ANSYS og/eða sambærilegt) notuð fyrir flóknari greiningar.</p>";Enska;1
105;T-863-NEUR;Verkfræði taugamótunar;Verkfræðideild;Vorönn 2022;12V;8;"<p><strong>Level of course: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>6. Second cycle, advanced.<br><strong><strong>Type of course: &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong></strong>Elective.&nbsp; <em>Recommended elective for MSc Biomedical Engineering.</em><br><strong><strong>Prerequisites: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong></strong>Good knowledge of electronics, electromagnetic theory, cell and nerve physiology, information theory and signal processing.</p><p><br></p><p>The course begins with mathematical modelling of cell membrane voltage and it equivalent circuit. Then information processing in the nervous system is covered. Properties and design of passive and active electrodes will be presented and their applications in recording and stimulation explained. Next, the focus is on active implant design and external neural prosthesis’s, choice of materials and miniaturized electrical design with presentation of selected applications at the end of the course. Brain computer interface will be covered followed by EEG recording and analysis.&nbsp; The student will learn about electrical current distribution in life tissue and its use in manipulating membrane potentials, quantitatively.&nbsp; Location of epilepsy focus based on head surface recordings along with electrical stimulation in the brain. Students will work on one project (see below) chosen according to their interests.&nbsp; They will present their work and deliver a report.&nbsp; This material is a part of the course for all participating students.</p><p><br></p><p>Prerequisites for the course are a BS in engineering or equivalent, good knowledge in electronics, electromagnetic theory, cell and nerve physiology, information theory and signal processing.</p>";Enska;0
106;T-863-WIND;Vindorka;Verkfræðideild;Vorönn 2022;12V;8;"<p><strong>Level of course:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 4. First cycle, advanced / 5./6. Second cycle, Introductory/Intermediate.<br><strong>Type of course: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Elective.<br><strong>Prerequisites (mandatory): </strong>Introductory course in Fluid Mechanics (at the level of T-536-RENN).</p><p>This is a project-based course on wind power. Fundamentals of; the relevant boundary layer theory will be covered, fluid mechanics and aerodynamics of horizontal axis wind turbines, structural wind loadings of wind turbine blades. The student will design, implement and perform a wind tunnel experiment specifically designed to evaluate wake properties of a wind farm configuration; this includes developing and implementing a test facility, selecting and deploying appropriate sensors; in addition to analyze and processing data, and interpret results. &nbsp;<br>&nbsp;<br>In this course we will cover relevant fluid dynamics and design concepts for horizontal axis wind turbines. We will study wind farm configurations and relevant topics of the atmospheric boundary layer, and discuss field measurements and classification of wind regions. A part of the course will be devoted to experiments in a wind tunnel facility, with emphasis of getting better understanding of fluid flow and gaining experience in writing scientific reports.&nbsp;</p><p><strong>Reading material: </strong>The following texts are on reserve at the RU library: Manwell, McGowan, Rogers, <em>Wind Energy Explained</em>; Hansen, <em>Aerodnamics of Wind Turbines</em>; Wyngaard, <em>Turbulence and the Atmosphere</em>. Journal articles, manuals and catalogues will be posted online ot at the library reserve.</p>";Enska;1
107;T-864-NUFF;Töluleg straum- og varmaflutningsfræði;Verkfræðideild;Vorönn 2022;12V;8;"<p><strong>Level of course:</strong> 3. Undergraduate (First cycle), advanced / 4.-5. Graduate (Second cycle), introductory-intermediate.<br><strong>Type of course: </strong>Core in MSc Mechanical Engineering, elective for other programmes.<br><strong>Prerequisites (mandatory): </strong>Mathematics III T-301-MATH; Thermodynamics T-507-VARM; Fluid Dynamics T-536-RENN, T-606-HEAT Heat Transfer (may be taken parallelly).</p><p>The main purpose of this course is to introduce the basic principles of computational fluid dynamics (CFD) for analyzing fluid flows and heat transfer. Hands on exercises are used to study the basic theory of CFD through programming and using existing commercial and open source CFD codes. Finite difference and finite volume techniques are emphasized.</p><p><strong>Reading material:</strong> <em>Essential computational fluid dynamics</em>, Zikanov Oleg, 2010.</p>";Enska;1
